"ID_prov" "ID_reg" "avg_age" "productivity_index" "avg_sunny_days" "avg_alcohol_consumption" "polluted" "avg_household_income" "avg_education_level" "cancer_mortality"
"1" "AG" 19 -1.06389288740349 0.0618548712667973 -0.575439675224087 0.0956798418576631 "No" 0.861047451698728 -1.17686212314237 65.7468171779802
"2" "AL" 1 0.45269102135629 0.240967375097494 0.319314186299966 -0.411104711534313 "No" -1.22114360556884 -0.425590495260994 30.786700803628
"3" "AN" 11 1.27714736587796 0.149389249387035 -0.29346318967203 -1.44352574909588 "Yes" -0.545352527005309 -0.617147557643477 64.1020728720477
"4" "AO" 2 -2.22713756534554 0.287312291992089 -0.778792067408469 0.101314609802425 "Yes" -0.272178731844966 1.39303457437458 39.170296738696
"5" "AR" 9 0.607665524346081 0.721839113246506 -0.456855419832781 -0.614459975463672 "No" 0.619374800574124 -0.626265642116113 15.7180325773727
"6" "AP" 11 0.68625967639457 1.16361772833168 0.540960241239868 1.11034369872895 "No" 0.78890142837501 0.215088542775781 102.213742999546
"7" "AT" 1 -0.417898712572969 0.71497429700276 0.824667608369794 -0.840807265365331 "No" 0.569423995432347 0.171241744734055 62.9527850371101
"8" "AV" 15 -0.389183022046664 0.0779796723590993 0.573723729724211 1.1524016775017 "No" -0.517534520556014 0.30499321532346 61.6508188998822
"9" "BA" 16 -0.407388366456166 0.697585380038711 2.29674712402593 -0.54971834497336 "No" 0.316830864886362 0.16159847844638 55.8119198696055
"10" "BT" 16 -0.740012075833575 1.29261416479281 1.12192798184114 0.352869688469389 "Yes" 1.4855308407037 -0.641313020679167 79.1108599851639
"11" "BL" 5 -0.318242865779922 0.062661360050886 0.175879064137126 0.934038802534261 "No" 0.504430737026732 -0.0662754041838511 55.7235069252559
"12" "BN" 15 -0.850702760695187 0.546098395389121 -0.836058801150279 -0.424804716557424 "Yes" -0.4774115135381 -0.72776076689129 45.9374603754942
"13" "BG" 3 -0.623768582265584 0.124621184281879 2.98632842870548 0.604007575742962 "No" 2.0945970556775 -0.521190389478164 67.5594917205673
"14" "BI" 1 0.235117017270186 0.282956380729494 0.592096927484573 -0.0118453402600654 "Yes" -0.71425344297923 -0.881210147257253 64.8049643694828
"15" "BO" 8 1.14949938508054 0.849220968196666 -0.862279230667973 -1.01578848970193 "Yes" 0.437472502056649 1.90899559753109 40.4224901626887
"16" "BZ" 4 0.0565954239070054 1.87421825843832 0.067775476648051 -0.186422457490152 "Yes" -1.03348272854543 1.04883243585303 70.5265594189272
"17" "BS" 3 -0.352790657587618 0.620257719648067 -0.477865973832585 1.62531398330399 "Yes" -2.58824738592357 0.599693004906571 88.2988778113483
"18" "BR" 16 -0.761627006880477 1.64987204501863 -0.424796491345041 -0.132787101565977 "No" -0.297697899204187 -1.09557106338507 59.1948649623129
"19" "CA" 20 -0.68600316976801 0.0226519297857804 -1.1284144069604 -0.711481580132952 "Yes" -0.649544013804552 -0.893750535325979 29.3706958138838
"20" "CL" 19 2.63732084637167 0.704903899465187 -0.00660940187437941 0.0207017779884551 "No" 0.0955250649149001 0.943416147826603 48.124784418767
"21" "CB" 14 0.306251532767277 1.55056774902468 0.209469185579716 0.388983762337776 "No" -0.220093169137354 0.707902620937337 54.0188277627258
"22" "CE" 15 -0.332027732330638 0.709401811596889 -1.28225229811338 0.988319768782649 "No" -0.12866611372726 -1.13332004774389 52.9664677872798
"23" "CT" 19 -0.280805921975486 0.117584435912261 -3.58451071155557 1.16915626691856 "Yes" -0.994342328477071 1.90579779625255 42.1563264878955
"24" "CZ" 18 0.638788804133256 0.872638577659886 -0.403617899690654 0.168857718992668 "Yes" 2.16076907886359 -0.070450099326337 47.2037641186904
"25" "CH" 13 -0.539450883148457 0.142946908090753 -0.0998778986867086 1.18891933173752 "Yes" 1.12853755474731 0.0977013741784463 46.3458688961677
"26" "CO" 3 -1.31024452445244 1.22324530010928 0.503298982566984 -0.660171851262965 "No" 0.555591206870838 -0.740611848699052 81.1172479182327
"27" "CS" 18 0.756444524038561 0.541829240578833 -0.0682456623618309 -2.17509274443015 "No" -0.312882999512674 1.6911464779694 31.5967517356187
"28" "CR" 3 -0.876518260766457 1.68176224976323 0.310118995994979 -0.379691347009931 "Yes" 0.449865431309018 -1.00294950411532 68.1484875313829
"29" "KR" 18 0.153799324392348 0.450252134992836 -1.30385862150519 -0.422037201292076 "Yes" 1.08138550868584 0.84776574809626 42.6517733547956
"30" "CN" 1 -0.786915257482079 0.402560573869101 0.628153395879146 -2.14779282893496 "Yes" -0.0550576948653614 1.14490756227738 53.7927167981447
"31" "EN" 19 1.29538971956309 1.96766382435768 0.636391624069289 0.611708662851193 "No" 1.95420306153173 -0.0281160725807712 110.53854558252
"32" "FM" 11 -0.316608667411163 0.782850850132779 0.137367296551848 -0.678880224527567 "No" -0.164580264827398 -1.33531919119358 31.6413153414527
"33" "FE" 8 -0.555510473495163 0.696716802176368 1.31820737757534 -0.144216988164584 "No" 0.58197973397032 -1.81387525357146 65.5540057203664
"34" "FI" 9 -0.342828424653045 0.419743066623799 0.300581026489433 -1.44899601579016 "No" -0.166632730735846 0.234608940709415 51.077950732139
"35" "FG" 16 -1.49504317918883 1.23843130144 0.150945389707024 0.597379085892602 "Yes" 0.827349972096311 -1.75925699818148 51.2295245917395
"36" "FC" 8 -1.02359372288917 0.511105064746993 0.154875353382681 1.88552907253699 "Yes" 1.46072152604733 -0.539931944608445 68.4136086905987
"37" "FR" 12 -2.05789863897141 0.203402739039178 0.33525156325334 -0.769283460294145 "Yes" -0.476223632537708 0.670723786862541 64.5220492872976
"38" "GE" 7 -1.20071531235328 0.393240884401511 1.00084138555668 -0.0354141502925301 "No" 0.0714264998360897 -0.815627433998721 17.6206074230577
"39" "GO" 6 -0.131390474384213 0.28345156519661 0.35154952422079 1.94063846921392 "No" -0.334523538716384 0.880464993073219 59.5680431729205
"40" "GR" 9 -0.306703549708578 1.49514621701468 0.576912853195993 0.967700705228597 "No" -0.452947891575015 -0.292527945641235 57.5472958333736
"41" "IM" 7 1.6500935033586 0.165139782077225 -1.34508609313601 1.9064588577818 "Yes" 0.616363706909079 -0.14154030194752 60.8553401133188
"42" "IS" 14 -0.922477702712743 0.386058317674242 -0.527106708511642 0.0674735615664357 "Yes" 0.153493155429093 1.28912808341175 65.8495812450479
"43" "AQ" 13 -0.704589383019856 0.233855644085484 1.44604551769263 -0.0734739203818617 "Yes" -1.36031963938379 -0.2093270537395 100.145607573179
"44" "SP" 7 -0.117424107660108 0.461169984899798 -1.43857106046543 -0.416070681435055 "Yes" 0.845849026528936 1.14057905953172 42.7122881044308
"45" "LT" 12 -0.84656892562785 0.00581321415962008 0.144221191798585 1.44775521848284 "Yes" 1.18767864737008 -0.143157674685446 106.048145088665
"46" "LE" 16 -0.820184916330991 1.47202458275716 0.301151711955694 -1.16018676449932 "No" -0.428559396762651 0.271604873274417 48.2242587349452
"47" "LC" 3 -0.961989182532731 0.93905952155733 0.910784384390646 0.367100122805378 "Yes" -0.752392480530354 0.120705670747295 80.6688361604717
"48" "LI" 9 -1.10978401954717 0.0173359733710981 -0.504015043647955 0.0280876454564533 "No" 1.73822998630277 0.24092069950576 33.7897078501573
"49" "LO" 3 -0.365886358545755 1.20676994550174 0.038013036152643 2.23123492524246 "Yes" 0.853086511000116 0.243391507923351 72.9940105634385
"50" "LU" 9 -0.338325035545109 0.324410073283329 -2.0146150105633 -0.510404506993898 "No" 0.218610996712728 0.363985930199397 16.2459743972176
"51" "MC" 11 -1.67580566289528 1.10954877072026 0.230227232405996 -1.37439830314242 "No" -0.840656752031108 0.582641461204119 24.842734445266
"52" "MN" 3 -0.425393251700819 0.933489198259709 -0.843316003472487 0.295505280268734 "No" 0.894315200413925 0.961971783455289 52.8782615449705
"53" "MS" 9 -0.963594582465045 0.473530055544024 -0.38628586162579 0.0344817309900545 "Yes" -1.47032037889468 -1.26790603668492 39.0872218224309
"54" "MT" 17 -0.867636623553578 0.911976914479531 -1.39997405463421 -0.731941815453078 "No" -0.761011857091207 -2.86550955560947 5.08331863477783
"55" "ME" 19 0.00344684074974002 0.349359918533158 0.279719016390921 0.19931299300037 "No" -0.88100223353205 -1.70668966436012 40.5343792930866
"56" "MI" 3 0.744491716473246 0.496825136454343 0.580523759323856 -0.191642474450871 "No" -0.585084836868487 -0.734461789223872 47.6306702114688
"57" "MO" 8 1.85270163193137 0.274957554129103 -0.456740948789719 -0.57820543309616 "No" -0.783065906864651 -1.52735258871272 51.4222854279079
"58" "MB" 3 -0.6208054148531 0.290916188456886 1.81776461745638 0.552621053236187 "No" -0.264844181844851 -0.916647518447848 77.3167732184502
"59" "NA" 15 1.8098879059429 0.499558265624318 0.584774367928744 -0.24545913923647 "No" -0.0911820977123394 1.19405160983639 74.0258160794977
"60" "NO" 1 -1.013570939601 1.50986518368592 0.881765181397661 -1.68662526646622 "No" 2.4500058772053 1.44635218254543 45.4733716916397
"61" "NU" 20 0.84004616810587 0.165296566201955 2.05742217321877 -2.4696188391699 "No" -0.24713036843062 0.465541682116438 58.8977090093755
"62" "OR" 20 2.77335504296185 0.40708826254714 -0.826813406867524 -0.484087882689883 "Yes" -0.292139028467614 0.318123402053532 65.8387199299622
"63" "PD" 5 0.133753082895476 1.31117397126004 0.732226629739319 1.46655751694589 "Yes" -1.74749832469318 0.909546105988825 85.5318945220494
"64" "PA" 19 -0.514843557280091 1.5349160516532 0.922294866991035 0.875969747435509 "Yes" 0.492380087500037 -1.35024957370362 73.3991829114731
"65" "PR" 8 0.161495714519918 0.0579556747732436 -0.137994459676047 1.23731073609756 "Yes" -0.95398248324174 1.28155293287211 58.9155290229981
"66" "PV" 3 1.98476284860107 0.418420378947953 0.209353965625567 1.01437685738792 "No" -0.378559233696332 -0.827916833529343 85.793675808104
"67" "PG" 10 -0.993955082977118 1.84682790937582 -1.21206106279931 0.375200590349454 "No" -1.4692058442006 0.201365095292614 48.8224598507405
"68" "PU" 11 1.5666590544896 1.25388405417179 0.370749679814529 -1.37226477180047 "No" 1.26038936234551 0.0150437972278459 59.5401618747409
"69" "PE" 13 1.52756958416069 0.90261039036636 -0.880061934222391 0.269562123946505 "Yes" -0.0923066596344338 -0.433404025356524 60.5435661899794
"70" "PC" 8 0.513010864860788 1.17703855373048 0.737634700720846 1.60368497015171 "No" -0.04942832607234 0.326434368578041 28.3884461318718
"71" "PI" 9 0.17630668938613 2.81934764230913 -0.998037126677349 -3.1831685407698 "Yes" -1.56365248555476 0.972166088975638 32.9557965672882
"72" "PT" 9 -0.296049317958032 0.1259461279666 0.209722574291312 -0.676557537728907 "Yes" -0.20583676669518 -0.740760862850561 54.618618685905
"73" "PN" 6 -0.205181877353978 0.13131668763044 -1.03551633240616 1.12937657127195 "No" 0.160821898777007 0.669619353304751 65.8254558618584
"74" "PZ" 17 0.831564817063145 2.71944288007321 -0.393886563092325 0.579376292932285 "No" 0.00278575188486826 0.594988999596891 49.9060474176926
"75" "PO" 9 2.28428679381766 0.195116483665985 -1.78990549144899 0.829249625590551 "No" -0.257189867955679 -0.188824205926071 24.5813353423571
"76" "RG" 19 0.0125505748582777 0.836526442418974 0.00576767662500862 0.510692826387927 "Yes" 2.27112871093461 -2.66626124481831 77.8879635940372
"77" "RA" 8 -1.25149755224025 0.297449232901767 0.92108027586594 0.589047316057375 "No" 1.48485099629985 -0.361073873566427 64.5682173938965
"78" "RC" 18 -0.5699579016364 0.77543314736076 0.0643101858234472 0.0865289578179744 "Yes" -0.273697142467837 0.236825599950186 60.379263637327
"79" "RE" 8 0.433109216217669 1.8028449827007 -2.01779149177577 -0.806107413877871 "No" -0.854357691616519 -0.596872447175456 53.1374994355052
"80" "RI" 12 -0.154647825487234 1.02167438833428 -0.794153110810521 -1.10360353449654 "Yes" 0.625132912271492 -0.389835752913229 57.4281683591171
"81" "RN" 8 -0.0123682191881534 0.587269239165082 1.63730151878321 0.107149424145394 "No" 0.957207737986099 0.288692722826806 48.0088656803135
"82" "RM" 12 -0.00440382223268304 0.575838660549101 1.8015244807437 -0.331480192035354 "Yes" -0.0208605689785649 -0.461246530342064 89.6132484430506
"83" "RO" 5 -1.23270077640535 0.289692036192694 -1.38637960604027 -0.789690675807898 "No" -1.02662543345473 0.729923107596131 24.1011046017623
"84" "SA" 15 -0.00827890749043085 0.615398400680063 -0.523054322889486 0.4726742301405 "Yes" -0.196934839163671 0.623187054938616 57.2504084983285
"85" "SS" 20 1.03787577471111 2.83790879114425 0.246279100157096 0.219592084383583 "Yes" 0.654010298282832 0.959664874652756 66.6080723958717
"86" "SV" 7 0.881953111139465 0.856643316797367 0.209464894465705 1.47527762729798 "Yes" -0.69666649388192 -0.447444756024257 74.3986294336173
