x1,x2,x3,x4,x5,x6
4.591661724572298,3.63374238067504,2.6810408546256586,3.2552522577130434,6.24754962371515,3.0308733673921116
5.8480803144142595,1.6099019494993554,3.6898077561378173,3.4865609506143698,2.3931807828674905,0.49711865241060116
4.837473509378587,3.614835867005372,2.3324847233659116,1.750713467358252,2.2140861775067977,1.5877154817298091
0.16411207503901237,0.4035967506255353,2.9532735679939033,5.707017478130283,1.5267423051179208,3.7547678385957477
6.279518050384995,3.5602925221396475,2.255222771938102,2.4960319046402044,4.703627040159266,1.0045361241380706
1.5891796110029253,7.187512161249259,0.9672244364578197,1.8439732803845335,4.118250895940069,1.2656769403160837
3.27071343599333,1.7013931813591856,0.30720188430379897,4.004098938093928,0.9788942797770025,3.1773239115518677
1.7681191634933608,7.814184184161468,3.538102199797953,2.185001517548996,2.3498123364190864,0.9228484164691135
5.657265428319973,0.6500943539131364,2.0328556719081083,3.626779363706776,1.3970415132671892,0.7795216714607417
4.305019528135693,0.7230592505612664,1.306228518109799,1.6927095808941675,3.207614048019552,0.288400929019209
0.5248635820384485,1.3048467213658044,4.807439548217415,5.78774497676112,0.3581859391958712,3.4813251141055623
1.1140311011621569,4.0634180546754655,1.291743965569139,4.7590812406280785,6.990010451885642,11.697548733129887
4.5133612533015235,3.4726296563478813,3.9234515733362123,0.42447589808088254,2.6898521339194663,1.78212074647698
5.402430269675215,6.285600987637095,3.4525418929575826,4.22933997238386,7.412546460594225,0.5727773712319667
8.198429343118073,0.2233091995907869,0.7768756302971023,0.27701896814885857,2.149248599660598,1.3126621181156204
26.40707352176182,28.20521856235665,4.118896815121309,2.0700772024097653,5.446437453827824,1.963958685013728
2.7578119629420335,3.664064001872915,1.1857676913581285,1.7614523463861682,0.1760619748917963,1.0815371316025535
0.4007275141678235,1.5745936153206062,0.4178589574576728,2.3459341161423986,0.9838926820194239,6.811374465026515
1.9523953121728301,1.5340113068144356,0.8660394335197046,2.3077098241163365,3.7299909679154357,0.3788367265280268
4.9977788471947795,3.060918046894073,0.27806323316851334,0.7203187346551773,7.025384269683028,2.609789776822534
6.362316908619002,7.6540250990417045,1.0343540206484427,5.4452818659649145,0.6601534897693722,5.313256871977294
10.03343613957085,0.4963131366274719,0.6402814810630606,0.8320264710174373,2.435748747237384,2.898574425808645
3.5758112880163933,0.14983018860812,3.926884395520491,6.817370401644849,2.301557397598392,0.9226888659138579
3.0773768841476667,1.3904748101425433,8.475178439703798,8.731913412896265,0.3296960910921015,1.4071258606721218
2.796594382003442,6.91295520905837,0.6722603295788501,0.595962768000793,0.7923954447491568,1.200508265215088
3.217594244245152,5.1121628602863,2.5980427757967424,1.3584341501596924,3.4111144172419925,1.5688286709362298
4.426828758421026,7.285950218446384,2.076614061838523,4.547484277705269,2.6095681793094476,1.9312407802257567
0.8109993404457607,6.853468206456734,0.11691394720423527,8.56917950664307,3.259709060909445,3.50007906751053
6.5581781370675944,1.3716510421679255,2.963767232831792,0.6119280071821612,0.20117896929166845,1.0705978884627412
1.5454973093301472,4.30835683867311,1.4696991614962658,0.02295005402101692,2.9500558108490598,6.400933945866782
1.9866430257789485,4.310573290925729,6.368786696166917,2.0207378608346076,4.191156327593809,7.589576779317535
0.5857830137976084,0.30828978171611726,1.7892968045111295,3.2448878355950934,4.1812056239246616,0.6821145233814115
11.024425552475856,2.177701791422528,3.524798569875534,1.2990424727700915,4.351418795987666,5.941759710610648
3.1056702940222523,6.172400406333384,3.283256098937485,3.5457652301218743,4.14638228125632,5.461949075571762
3.9336266335074903,0.8237979789331249,5.6167199061942235,5.074465169445977,2.9974569130232007,9.671517305611651
0.9816655543275937,6.9229699236990765,2.2482155886084465,3.0464735006388772,1.7051205678950845,6.354549091907982
1.8317734687656595,1.6645051621453038,3.7319399116077907,2.4847790639339298,6.238952447628294,0.8975166628568237
3.8405745401943814,4.154049158970822,6.527760028944937,2.067624439184092,6.5556256090407,1.5393347335482683
1.0684188492566196,10.99839440340142,2.7582511337441913,1.2368118193451896,1.3038813825979985,0.18982409439928752
0.7070633520023498,1.0410817810163617,1.9990803883584596,1.5761478679297454,1.255985635347166,3.6680555115450604
2.727794601447314,1.7889093219170458,8.898383457869555,1.7592504905534834,0.38914012696750955,0.81741923193091
1.8747832763105317,3.924452897730855,7.921015947516456,6.003668461779783,0.9958762038001384,3.0161060381641143
0.7408777672703096,0.914186221958701,3.0213716820866994,0.13099263548139,2.706906521008835,2.6663636314158476
0.8134842688092561,2.245838127552987,1.86101712672873,1.3808582237772216,4.306898455481244,3.5814207421454656
9.553244432058406,1.074451263214037,2.434110085459351,6.011562901159596,0.6050233650613464,1.8038175081302101
2.7326079240018353,0.5999291469453711,5.988392435495177,2.8820749893327746,4.06173564970169,2.4252165338758624
1.7483566639784092,0.4365922407394775,0.21284560050080495,5.7181483799043455,6.562210120477784,5.375732139687613
2.0592591631096915,2.128998976905539,0.9916735074315942,0.7250102101720245,1.865925175989543,0.7239181860637096
2.6134550554517797,1.283119850412575,0.4232253665756873,1.2405826883138173,2.18019269498346,7.302754512962016
7.958933161134516,2.341208968076966,1.2799282805650467,3.721369126686994,2.820447193096061,1.830382851307972
