"Yield" "SoilQuality" "Irrigated" "Fertilized" "IDFarm"
"1" 11.2913634965146 0.981969411350441 "1" "0" "1"
"2" 11.9677460327415 0.468715040036087 "0" "0" "1"
"3" 11.6182238147075 -0.107971332216443 "0" "0" "1"
"4" 9.93557532608026 -0.212878168971207 "0" "0" "1"
"5" 14.4905829880883 1.15809845503933 "0" "0" "1"
"6" 11.430607969735 1.29235484543788 "0" "0" "1"
"7" 15.2086447885046 0.534647146132313 "0" "0" "1"
"8" 13.2734854660644 -0.12703471920428 "1" "0" "1"
"9" 9.95943118137908 -1.22487541446907 "0" "0" "1"
"10" 7.37728066321962 -1.12135130216029 "0" "0" "1"
"11" 11.8357025679117 -1.6719250240929 "0" "0" "1"
"12" 10.2393722663394 0.468917929783841 "1" "0" "1"
"13" 10.7392448079905 0.832189906477626 "1" "0" "1"
"14" 15.0398017419052 0.293021605112214 "0" "0" "1"
"15" 5.28096165543481 -3.27428582255762 "1" "0" "1"
"16" 11.9269699789302 -0.14811075118461 "0" "0" "1"
"17" 14.4789348789152 -0.929938735274633 "0" "0" "1"
"18" 10.5344976550804 0.454214351568125 "0" "0" "1"
"19" 10.2673223715524 -1.60610724067137 "0" "0" "1"
"20" 10.1290944339251 -2.01147132874967 "0" "0" "1"
"21" 13.8698626910908 1.13997663396662 "0" "0" "1"
"22" 13.9151842056455 0.315702951821837 "1" "0" "1"
"23" 16.275738968415 1.04268610000034 "0" "0" "1"
"24" 9.04851593132778 -0.21298249662589 "1" "0" "1"
"25" 11.5761855724165 0.397100381641922 "1" "0" "1"
"26" 9.33715696805568 -1.54365250071121 "0" "0" "1"
"27" 13.4322611657317 -0.118199701645296 "1" "0" "1"
"28" 11.0558268967542 0.684697884749606 "0" "0" "1"
"29" 9.50836280329955 -2.0557223178166 "0" "0" "1"
"30" 8.72357626262269 -0.109424005766554 "1" "0" "1"
"31" 13.5687904682504 -1.43979364518451 "0" "0" "1"
"32" 12.9887755069063 -0.325334972728149 "0" "0" "1"
"33" 11.6024802426826 -0.505280887892707 "0" "0" "1"
"34" 14.2511987125249 1.20424903908767 "0" "0" "1"
